songID,name,artists,link,popularity,danceability,energy,acousticness,instrumentalness,liveness,valence,genres,E_High,E_Avg,E_Low,A_High,A_Avg,A_Low,C_High,C_Avg,C_Low,N_High,N_Avg,N_Low,O_High,O_Avg,O_Low,userTotal
0jfNgP8sP2tnOloYDw0HoM,Small Town Boy,Paradise Lost,https://open.spotify.com/track/0jfNgP8sP2tnOloYDw0HoM,49,0.57,0.904,7.7e-05,0.849,0.0982,0.409,"metal, rock",0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3
4fiOTntQKr24p07FvQDHZE,Raining Blood,Slayer,https://open.spotify.com/track/4fiOTntQKr24p07FvQDHZE,66,0.227,0.995,0.000405,0.393,0.127,0.0363,"metal, rock",0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,3
745H5CctFr12Mo7cqa1BMH,My Girl,The Temptations,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,82,0.574,0.418,0.636,0.0,0.0961,0.692,"soul, pop, rock",0.5833333333333334,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.25,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4166666666666667,12
3zBhihYUHBmGd2bcQIobrF,(Sittin' On) the Dock of the Bay,Otis Redding,https://open.spotify.com/track/3zBhihYUHBmGd2bcQIobrF,80,0.768,0.367,0.683,1.79e-05,0.081,0.532,"soul, rock, pop",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0sDeU2murnLh4yVHQ5IV70,Cry to Me,Solomon Burke,https://open.spotify.com/track/0sDeU2murnLh4yVHQ5IV70,67,0.733,0.624,0.623,0.0,0.407,0.912,"soul, rock, country",1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,2
1l1YTy9nJ0trwhsCGcimly,It's A Shame,The Spinners,https://open.spotify.com/track/1l1YTy9nJ0trwhsCGcimly,66,0.372,0.642,0.0947,0.0,0.117,0.705,"soul, pop, singer-songwriter",0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,2
2xar08Fq5xra2KKZs5Bw9j,I've Got a Woman,Ray Charles,https://open.spotify.com/track/2xar08Fq5xra2KKZs5Bw9j,66,0.556,0.61,0.833,2.22e-06,0.258,0.665,"soul, rock, pop, singer-songwriter",0.4,0.4,0.2,0.2,0.2,0.6,0.0,0.8,0.2,0.2,0.4,0.4,0.2,0.0,0.8,5
0BRHnOFm6sjxN1i9LJrUDu,The Anthem,Good Charlotte,https://open.spotify.com/track/0BRHnOFm6sjxN1i9LJrUDu,73,0.494,0.939,0.00666,0.0,0.139,0.893,"rock, pop punk, pop, indie, Pop-punk",0.42857142857142855,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,7
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,Yellowcard,https://open.spotify.com/track/23oxJmDc1V9uLUSmN2LIvx,71,0.486,0.904,3.43e-05,2.83e-05,0.0947,0.786,"rock, pop punk, pop, Pop-punk, indie",0.25,0.5,0.25,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.75,0.5,0.25,0.25,4
5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,The All-American Rejects,https://open.spotify.com/track/5lDriBxJd22IhOH9zTcFrV,70,0.465,0.954,0.000346,5.38e-06,0.573,0.458,"rock, pop punk, pop, indie, Pop-punk",0.375,0.25,0.375,0.5,0.25,0.25,0.125,0.25,0.625,0.5,0.125,0.375,0.75,0.0,0.25,8
4Ssi6tKwrTHi5qvDndrZRP,Wish You Were Here,Neck Deep,https://open.spotify.com/track/4Ssi6tKwrTHi5qvDndrZRP,70,0.53,0.496,0.428,0.0,0.0898,0.535,"rock, pop punk",0.45454545454545453,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.5454545454545454,11
2Tc9VznHtQUmfOgE3L1RdN,If You Can't Hang,Sleeping With Sirens,https://open.spotify.com/track/2Tc9VznHtQUmfOgE3L1RdN,69,0.394,0.975,0.00151,0.0,0.118,0.466,"rock, pop punk",0.4444444444444444,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.0,0.4444444444444444,9
2obblQ6tcePeOEVJV6nEGD,Cat's in the Cradle,Harry Chapin,https://open.spotify.com/track/2obblQ6tcePeOEVJV6nEGD,63,0.489,0.578,0.234,0.0,0.123,0.511,"singer-songwriter, rock, pop, country",0.5,0.0,0.5,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,2
7uWFUpGuEfmxYeymkV95jn,Time in a Bottle,Jim Croce,https://open.spotify.com/track/7uWFUpGuEfmxYeymkV95jn,74,0.533,0.157,0.888,0.0,0.108,0.587,"singer-songwriter, rock, pop, country, singer songwriter",0.5,0.25,0.25,0.5,0.5,0.0,0.0,0.75,0.25,0.0,0.25,0.75,0.5,0.0,0.5,4
31Tp5iKrVUayn65qhg06nE,She,Elvis Costello,https://open.spotify.com/track/31Tp5iKrVUayn65qhg06nE,63,0.333,0.28,0.427,1.88e-06,0.13,0.276,"singer-songwriter, rock, pop",0.375,0.25,0.375,0.25,0.5,0.25,0.375,0.375,0.25,0.5,0.25,0.25,0.25,0.125,0.625,8
1fDsrQ23eTAVFElUMaf38X,American Pie,Don McLean,https://open.spotify.com/track/1fDsrQ23eTAVFElUMaf38X,76,0.529,0.482,0.7,0.0,0.0842,0.492,"singer-songwriter, rock, pop, country, indie",0.4666666666666667,0.13333333333333333,0.4,0.3333333333333333,0.4666666666666667,0.2,0.4,0.4,0.2,0.4,0.4666666666666667,0.13333333333333333,0.4,0.06666666666666667,0.5333333333333333,15
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,https://open.spotify.com/track/62AuGbAkt8Ox2IrFFb8GKV,77,0.529,0.127,0.614,0.000133,0.237,0.579,"singer-songwriter, pop, rock",0.375,0.25,0.375,0.375,0.4375,0.1875,0.4375,0.5,0.0625,0.4375,0.25,0.3125,0.5,0.0625,0.4375,16
0QIYINh2AwmOmdu8CRYvlw,Bonfire,Knife Party,https://open.spotify.com/track/0QIYINh2AwmOmdu8CRYvlw,59,0.536,0.944,0.000117,0.00345,0.353,0.589,EDM,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
6jq6rcOikCZAmjliAgAmfT,Light,San Holo,https://open.spotify.com/track/6jq6rcOikCZAmjliAgAmfT,56,0.57,0.763,0.0857,2.49e-06,0.0932,0.43,"EDM, pop",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,6
31oMgUpAn5VNb3mXshUM8m,This Time (Never Be Alone Again),Dada Life,https://open.spotify.com/track/31oMgUpAn5VNb3mXshUM8m,55,0.624,0.871,0.0479,0.00445,0.461,0.219,EDM,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
5WSL7UTa38jMWoBzObD4BD,I Can't Stop,Flux Pavilion,https://open.spotify.com/track/5WSL7UTa38jMWoBzObD4BD,53,0.524,0.601,0.00108,0.601,0.398,0.314,EDM,0.25,0.5,0.25,0.5,0.0,0.5,0.5,0.25,0.25,0.25,0.75,0.0,0.0,0.0,1.0,4
4UZifG6wVTl3dFIeHKLi8y,Promises,NERO,https://open.spotify.com/track/4UZifG6wVTl3dFIeHKLi8y,53,0.484,0.943,3.77e-05,0.00452,0.593,0.345,"pop, EDM",0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,3
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr,82,0.345,0.941,3.84e-05,0.633,0.0511,0.407,"indie, pop",0.5384615384615384,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.5384615384615384,0.23076923076923078,0.23076923076923078,13
4sNG6zQBmtq7M8aeeKJRMQ,Brazil,Declan McKenna,https://open.spotify.com/track/4sNG6zQBmtq7M8aeeKJRMQ,82,0.687,0.617,0.0941,1.27e-05,0.0898,0.665,"indie, rock, pop",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,https://open.spotify.com/track/2tznHmp70DxMyr2XhWLOW0,80,0.636,0.676,0.0807,0.0,0.0831,0.273,"indie, rock",0.75,0.0,0.25,0.375,0.375,0.25,0.5,0.375,0.125,0.25,0.375,0.375,0.375,0.25,0.375,8
6MpCaSIOfqBqbMED4kXgNY,Prom Queen,Beach Bunny,https://open.spotify.com/track/6MpCaSIOfqBqbMED4kXgNY,78,0.528,0.797,0.000391,0.011,0.14,0.751,"indie, pop, rock",0.47058823529411764,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.35294117647058826,17
0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N,79,0.56,0.936,0.00847,0.0,0.161,0.371,"indie, rock, pop",0.46153846153846156,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.6153846153846154,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.38461538461538464,13
629DixmZGHc7ILtEntuiWE,LUNCH,Billie Eilish,https://open.spotify.com/track/629DixmZGHc7ILtEntuiWE,95,0.893,0.4,0.0452,0.0823,0.0632,0.945,"pop, rock",0.5,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.5,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.42857142857142855,14
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,86,0.672,0.52,0.859,0.0,0.115,0.37,"pop, rock",0.42424242424242425,0.3333333333333333,0.24242424242424243,0.3939393939393939,0.3939393939393939,0.21212121212121213,0.3939393939393939,0.30303030303030304,0.30303030303030304,0.2727272727272727,0.3333333333333333,0.3939393939393939,0.30303030303030304,0.21212121212121213,0.48484848484848486,33
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,87,0.501,0.405,0.751,0.0,0.105,0.446,"pop, indie, singer-songwriter",0.35294117647058826,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.35294117647058826,0.5294117647058824,0.0,0.47058823529411764,17
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS,85,0.484,0.53,0.154,0.0,0.263,0.323,"pop, singer-songwriter, indie, rock, pop punk",0.391304347826087,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.43478260869565216,0.2608695652173913,0.2608695652173913,0.43478260869565216,0.30434782608695654,0.4782608695652174,0.30434782608695654,0.21739130434782608,0.30434782608695654,0.13043478260869565,0.5652173913043478,23
7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,Guns N' Roses,https://open.spotify.com/track/7snQQk1zcKl8gZ92AnueZW,85,0.445,0.952,0.09,0.0843,0.112,0.624,"rock, metal, pop",0.41379310344827586,0.3793103448275862,0.20689655172413793,0.41379310344827586,0.4827586206896552,0.10344827586206896,0.3103448275862069,0.3793103448275862,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3793103448275862,0.3793103448275862,0.1724137931034483,0.4482758620689655,29
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,Fleetwood Mac,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,85,0.828,0.492,0.0644,0.00428,0.128,0.789,"rock, pop",0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,7
5UWwZ5lm5PKu6eKsHAGxOk,Everlong,Foo Fighters,https://open.spotify.com/track/5UWwZ5lm5PKu6eKsHAGxOk,84,0.413,0.881,5.99e-05,0.000308,0.0805,0.364,"rock, indie, pop",0.6,0.0,0.4,0.2,0.6,0.2,0.0,0.6,0.4,0.2,0.6,0.2,0.2,0.2,0.6,5
3ZOEytgrvLwQaqXreDs2Jx,Can't Stop,Red Hot Chili Peppers,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx,83,0.618,0.938,0.0179,0.0,0.167,0.875,"rock, indie, pop",0.4,0.3,0.3,0.4,0.5,0.1,0.3,0.4,0.3,0.1,0.4,0.5,0.1,0.1,0.8,10
2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,https://open.spotify.com/track/2DlHlPMa4M17kufBvI2lEN,84,0.417,0.934,0.000278,0.0015,0.132,0.287,"metal, rock, rap",0.4,0.4,0.2,0.4,0.4666666666666667,0.13333333333333333,0.2,0.3333333333333333,0.4666666666666667,0.2,0.4,0.4,0.2,0.2,0.6,15
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,https://open.spotify.com/track/52eIcoLUM25zbQupAZYoFh,86,0.625,0.733,0.00598,0.000983,0.375,0.244,rap,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.23076923076923078,0.23076923076923078,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.23076923076923078,0.5384615384615384,13
4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU,86,0.943,0.558,0.0026,2.19e-06,0.0937,0.606,"pop, rap",0.2,0.2,0.6,0.4,0.4,0.2,0.6,0.2,0.2,0.4,0.6,0.0,0.2,0.0,0.8,5
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,85,0.69,0.521,0.324,0.0,0.0534,0.494,rap,0.7,0.0,0.3,0.3,0.4,0.3,0.2,0.5,0.3,0.2,0.5,0.3,0.3,0.2,0.5,10
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ,74,0.746,0.873,0.0244,0.0,0.354,0.817,"rap, pop",0.5625,0.1875,0.25,0.375,0.4375,0.1875,0.5,0.3125,0.1875,0.25,0.375,0.375,0.25,0.1875,0.5625,16
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,81,0.732,0.75,0.00264,0.0,0.109,0.401,rap,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5,0.07142857142857142,0.21428571428571427,0.5,0.2857142857142857,0.14285714285714285,0.5,0.35714285714285715,0.14285714285714285,0.21428571428571427,0.6428571428571429,14
4TJUS843fKiqqIzycM74Oy,Should've Been A Cowboy,Toby Keith,https://open.spotify.com/track/4TJUS843fKiqqIzycM74Oy,75,0.618,0.672,0.441,1.49e-06,0.214,0.705,"country, pop, singer-songwriter",0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,3
56eGOeSsqdg3FLxdo83TwV,Rumor,Lee Brice,https://open.spotify.com/track/56eGOeSsqdg3FLxdo83TwV,74,0.655,0.56,0.749,0.0,0.115,0.599,country,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,2
7GQjJEwqlp6m5HNWVQd6OR,Good Directions,Billy Currington,https://open.spotify.com/track/7GQjJEwqlp6m5HNWVQd6OR,73,0.716,0.72,0.307,0.0,0.135,0.48,country,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,1.0,2
3duP6mBVDsHM8ioN7o7dAK,Boondocks,Little Big Town,https://open.spotify.com/track/3duP6mBVDsHM8ioN7o7dAK,67,0.41,0.78,0.211,0.0,0.48,0.695,"country, metal, pop, rock",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,2
2bVFvGBU2ihWJgMRPcav5r,Fall Into Me,Emerson Drive,https://open.spotify.com/track/2bVFvGBU2ihWJgMRPcav5r,41,0.501,0.813,0.238,0.0,0.39,0.595,"country, pop, rock, singer-songwriter",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,1.0,2
76I3PmbGZazzNlEwlp1y85,Lone Wolf,Zomboy,https://open.spotify.com/track/76I3PmbGZazzNlEwlp1y85,50,0.502,0.981,0.00177,0.4,0.154,0.208,EDM,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,2
